Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
831,Danilo Santos,MF,br Brazil,25,1.br Botafogo–RJ,2001,4,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
832,Douglas Santos,DF,br Brazil,32,1.ru Zenit,1994,5,5,441,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
833,Bara Sapoko Ndiaye,MF,sn Senegal,18,1.de Bayern Munich,2007,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
834,Ismaila Sarr,"MF,FW",sn Senegal,28,1.eng Crystal Palace,1998,4,4,364,4,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24,Matches
835,Farrukh Sayfiev,"DF,MF",uz Uzbekistan,35,1.uz Neftchi FK,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
836,Amine Sbai,"FW,MF",ma Morocco,25,1.fr Angers,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
837,Joe Scally,DF,us USA,23,1.de Gladbach,2002,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
838,Patrik Schick,FW,cz Czechia,30,1.de Leverkusen,1996,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
839,Andreas Schjelderup,FW,no Norway,22,1.pt Benfica,2004,6,2,252,2.8,1,3,4,1,0,0,0,0,0.36,1.07,1.43,0.36,1.43,Matches
840,Alexander Schlager,GK,at Austria,30,1.at RB Salzburg,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
841,Xaver Schlager,MF,at Austria,28,1.de RB Leipzig,1997,4,4,238,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
842,Nico Schlotterbeck,DF,de Germany,26,1.de Dortmund,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0,0.67,0.67,0.67,Matches
843,Romano Schmid,"MF,FW",at Austria,26,1.de Werder Bremen,2000,4,4,263,2.9,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
844,Kamogelo Sebelebele,"DF,MF",za South Africa,23,1.za Orlando Pirates,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
845,Abdoulaye Seck,DF,sn Senegal,34,1.il Maccabi Haifa,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0,1.58,1.58,0,1.58,Matches
846,Alidu Seidu,DF,gh Ghana,26,1.fr Rennes,2000,1,0,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
847,Nicolas Seiwald,MF,at Austria,25,1.de RB Leipzig,2001,4,4,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
848,Ayumu Seko,DF,jp Japan,26,1.fr Le Havre,2000,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
849,Egil Selvik,GK,no Norway,28,2.eng Watford,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
850,Ken Sema,"FW,MF",se Sweden,32,1.cy Pafos FC,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
851,Nélson Semedo,"DF,MF",pt Portugal,32,1.tr Fenerbahçe,1993,4,0,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
852,Willy Semedo,FW,cv Cabo Verde,32,1.cy AC Omonia,1994,3,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
853,Antoine Semenyo,"MF,FW",gh Ghana,26,1.eng Manchester City,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
854,Marvin Senaya,DF,gh Ghana,25,1.fr Auxerre,2001,4,4,278,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
855,Marcos Senesi,DF,ar Argentina,29,1.eng Bournemouth,1997,2,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
856,Igor Sergeev,FW,uz Uzbekistan,33,1.ir Persepolis,1993,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
857,Jean Seri,MF,ci Côte d'Ivoire,34,1.si NK Maribor,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
858,Kim Seung-gyu,GK,kr Korea Republic,35,1.jp FC Tokyo,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
859,Paik Seung-ho,MF,kr Korea Republic,29,2.eng Birmingham City,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
860,Joaquin Seys,DF,be Belgium,21,1.be Club Brugge,2005,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
861,Jacob Shaffelburg,MF,ca Canada,26,1.us LAFC,1999,5,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
862,Mohammed Abu Al-Shamat,MF,sa Saudi Arabia,23,1.sa Al-Qadsiah,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
863,Lawrence Shankland,FW,sct Scotland,30,1.sct Hearts,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
864,Sharara,FW,jo Jordan,28,1.ma Raja Casablanca,1997,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
865,Aimar Sher,MF,iq Iraq,23,1.no Sarpsborg 08,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
866,Kento Shiogai,FW,jp Japan,21,1.de Wolfsburg,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
867,Mostafa Shobeir,GK,eg Egypt,26,1.eg Al Ahly,2000,5,5,480,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
868,Eldor Shomurodov,FW,uz Uzbekistan,30,1.tr Ba?ak?ehir,1995,3,3,269,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
869,Otabek Shukurov,MF,uz Uzbekistan,29,1.ae Baniyas FC,1996,3,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
870,Nkosinathi Sibisi,DF,za South Africa,30,1.za Orlando Pirates,1995,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
871,Kwasi Sibo,MF,gh Ghana,27,1.es Oviedo,1998,4,3,248,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
872,Niko Sigur,MF,ca Canada,22,1.hr Hajduk Split,2003,3,1,126,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
873,Bernardo Silva,MF,pt Portugal,31,1.eng Manchester City,1994,4,1,97,1.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
874,Éderson Silva,MF,br Brazil,26,1.it Atalanta,1999,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
875,Giuliano Simeone,FW,ar Argentina,23,1.es Atlético Madrid,2002,3,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
876,Dominique Simon,MF,ht Haiti,25,1.sk 1. FC Tatran Prešov B,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
877,Unai Simón,GK,es Spain,29,1.es Athletic Club,1997,8,8,750,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
878,Sarpreet Singh,MF,nz New Zealand,27,1.au Wellington,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
879,Wilfried Singo,DF,ci Côte d'Ivoire,25,1.tr Galatasaray,2000,2,2,171,1.9,0,1,1,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
880,Sphephelo Sithole,MF,za South Africa,27,1.pt Tondela,1999,3,3,229,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
881,Ellyes Skhiri,"MF,DF",tn Tunisia,31,1.de Frankfurt,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
882,Alexandr Sojka,"MF,DF",cz Czechia,23,1.cz Viktoria Plze?,2003,3,2,141,1.6,0,1,1,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
883,Ramón Sosa,"FW,MF",py Paraguay,26,1.br Palmeiras,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
884,Tomáš Sou?ek,MF,cz Czechia,31,1.eng West Ham,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
885,Harry Souttar,DF,au Australia,27,2.eng Leicester City,1998,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
886,Djibril Sow,MF,ch Switzerland,29,1.es Sevilla,1997,4,2,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
887,Ça?lar Söyüncü,DF,tr Türkiye,30,1.tr Fenerbahçe,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
888,Djed Spence,DF,eng England,25,1.eng Tottenham,2000,8,4,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
889,Marko Stamenic,MF,nz New Zealand,24,2.eng Swansea City,2002,3,3,269,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
890,Josip Staniši?,"DF,MF",hr Croatia,26,1.de Bayern Munich,2000,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
891,Carl Starfelt,DF,se Sweden,31,1.es Celta Vigo,1995,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
892,Ross Stewart,FW,sct Scotland,29,2.eng Southampton,1996,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
893,Angelo Stiller,MF,de Germany,25,1.de Stuttgart,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
894,John Stones,DF,eng England,32,1.eng Manchester City,1994,5,3,330,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
895,Jørgen Strand Larsen,FW,no Norway,26,1.eng Crystal Palace,2000,2,1,105,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
896,Elliot Stroud,MF,se Sweden,23,1.se Mjällby,2002,4,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
897,Luis Suárez,FW,co Colombia,28,1.pt Sporting CP,1997,5,3,331,3.7,0,1,1,0,0,0,1,0,0,0.27,0.27,0,0.27,Matches
898,Luka Su?i?,"FW,MF",hr Croatia,23,1.es Real Sociedad,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
899,Petar Su?i?,"MF,FW",hr Croatia,22,1.it Inter,2003,4,3,289,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
900,Yukinari Sugawara,MF,jp Japan,25,1.de Werder Bremen,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
901,Rebin Sulaka,DF,iq Iraq,34,1.th Port FC,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
902,Pavel Šulc,FW,cz Czechia,25,1.fr Lyon,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
903,Kamaldeen Sulemana,"MF,FW",gh Ghana,24,1.us Atlanta Utd,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
904,Crysencio Summerville,FW,nl Netherlands,24,1.eng West Ham,2001,4,2,253,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.42,0.71,1.42,Matches
905,Ivan Šunji?,MF,ba Bosnia–Herz,29,1.cy Pafos FC,1996,4,3,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
906,Finn Surman,DF,nz New Zealand,22,1.us Portland Timbers,2003,3,3,270,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
907,Josip Šutalo,DF,hr Croatia,26,1.nl Ajax,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
908,Junnosuke Suzuki,DF,jp Japan,22,1.dk FC Copenhagen,2003,2,0,43,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
909,Yuito Suzuki,"FW,MF",jp Japan,24,1.de Freiburg,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
910,Zion Suzuki,GK,jp Japan,23,1.it Parma,2002,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
911,Mattias Svanberg,MF,se Sweden,27,1.de Wolfsburg,1999,2,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0,5.63,5.63,5.63,Matches
912,Daniel Svensson,DF,se Sweden,24,1.de Dortmund,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
913,Alexander Sørloth,FW,no Norway,30,1.es Atlético Madrid,1995,5,5,337,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
914,Musa Al-Taamari,FW,jo Jordan,29,1.fr Rennes,1997,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches
915,Haris Tabakovi?,FW,ba Bosnia–Herz,31,2.de Schalke 04,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
916,Lee Tae-seok,MF,kr Korea Republic,23,1.at Austria Wien,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
917,Nicolás Tagliafico,DF,ar Argentina,33,1.fr Lyon,1992,7,5,476,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
918,Jonathan Tah,DF,de Germany,30,1.de Bayern Munich,1996,4,4,372,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
919,Benjamin Tahirovic,MF,ba Bosnia–Herz,23,1.dk Brøndby,2003,4,2,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
920,Zaid Tahseen,DF,iq Iraq,25,1.uz Pakhtakor Tashkent FK,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
921,Chemsdine Talbi,MF,ma Morocco,21,1.eng Sunderland,2005,5,1,179,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
922,Montassar Talbi,DF,tn Tunisia,28,1.fr Lorient,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
923,Hassan Al Tambakti,DF,sa Saudi Arabia,27,1.sa Al-Hilal,1999,3,3,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
924,Ao Tanaka,MF,jp Japan,27,1.eng Leeds United,1998,3,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
925,Shogo Taniguchi,DF,jp Japan,34,1.be Sint-Truiden,1991,3,2,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
926,Mehdi Taremi,FW,ir IR Iran,33,1.gr Olympiacos,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
927,Aurélien Tchouaméni,MF,fr France,26,1.es Real Madrid,2000,4,4,360,4,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
928,Arthur Theate,DF,be Belgium,26,1.de Frankfurt,2000,3,2,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
929,Igor Thiago,FW,br Brazil,24,1.eng Brentford,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
930,Malick Thiaw,"DF,MF",de Germany,24,1.eng Newcastle,2001,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
931,Ryan Thomas,MF,nz New Zealand,31,1.nl Zwolle,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
932,Brandon Thomas-Asante,"FW,MF",gh Ghana,27,2.eng Coventry City,1998,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
933,Morten Thorsby,MF,no Norway,30,1.it Cremonese,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
934,Kristian Thorstvedt,MF,no Norway,27,1.it Sassuolo,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
935,Marcus Thuram,"FW,MF",fr France,28,1.it Inter,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
936,Youri Tielemans,MF,be Belgium,29,1.eng Aston Villa,1997,5,5,474,5.3,2,0,2,1,1,1,0,0,0.38,0,0.38,0.19,0.19,Matches
937,Kieran Tierney,MF,sct Scotland,29,1.sct Celtic,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
938,Guus Til,"FW,MF",nl Netherlands,28,1.nl PSV,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
939,Malik Tillman,MF,us USA,24,1.de Leverkusen,2002,5,4,356,4,2,1,3,2,0,0,1,0,0.51,0.25,0.76,0.51,0.76,Matches
940,Quinten Timber,MF,nl Netherlands,24,1.fr Marseille,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
941,Takehiro Tomiyasu,DF,jp Japan,27,1.nl Ajax,1998,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
942,Ivan Toney,FW,eng England,30,1.sa Al-Ahli,1996,2,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
943,Mehdi Torabi,MF,ir IR Iran,31,1.ir Tractor,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
944,Félix Torres Caicedo,DF,ec Ecuador,29,1.br Internacional,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
945,Ferran Torres,FW,es Spain,26,1.es Barcelona,2000,8,1,288,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
946,Sebastian Tounekti,FW,tn Tunisia,23,1.sct Celtic,2002,3,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
947,Bazoumana Touré,MF,ci Côte d'Ivoire,20,1.de Hoffenheim,2006,3,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
948,Mo Touré,FW,au Australia,22,2.eng Norwich City,2004,3,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
949,Kai Trewin,"DF,MF",au Australia,25,1.us NYCFC,2001,1,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
950,Trézéguet,MF,eg Egypt,31,1.eg Al Ahly,1994,4,1,164,1.8,1,1,2,1,0,0,0,0,0.55,0.55,1.1,0.55,1.1,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
951,Francisco Trincão,"FW,MF",pt Portugal,26,1.pt Sporting CP,1999,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
952,Leandro Trossard,"MF,FW",be Belgium,31,1.eng Arsenal,1994,6,6,506,5.6,2,2,4,2,0,0,0,0,0.36,0.36,0.71,0.36,0.71,Matches
953,Auston Trusty,DF,us USA,27,1.sct Celtic,1998,2,1,101,1.1,1,0,1,1,0,0,0,0,0.89,0,0.89,0.89,0.89,Matches
954,Axel Tuanzebe,DF,cd Congo DR,28,1.eng Burnley,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
955,Matt Turner,GK,us USA,31,1.us NE Revolution,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
956,Ayase Ueda,FW,jp Japan,27,1.nl Feyenoord,1998,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84,Matches
957,Manuel Ugarte,MF,uy Uruguay,25,1.eng Manchester Utd,2001,3,3,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
958,Deniz Undav,FW,de Germany,29,1.de Stuttgart,1996,4,1,151,1.7,3,2,5,3,0,0,0,0,1.79,1.19,2.98,1.79,2.98,Matches
959,Dayot Upamecano,DF,fr France,27,1.de Bayern Munich,1998,8,7,660,7.3,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
960,Jakhongir Urozov,DF,uz Uzbekistan,22,1.uz FK Dinamo Samarqand,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
961,Oston Urunov,MF,uz Uzbekistan,25,1.ir Persepolis,2000,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
962,Can Uzun,MF,tr Türkiye,20,1.de Frankfurt,2005,2,0,38,0.4,0,1,1,0,0,0,0,0,0,2.37,2.37,0,2.37,Matches
963,Enner Valencia,FW,ec Ecuador,36,1.mx Pachuca,1989,4,4,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
964,Yan Valery,DF,tn Tunisia,27,1.ch Young Boys,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
965,Federico Valverde,MF,uy Uruguay,27,1.es Real Madrid,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
966,Virgil van Dijk,DF,nl Netherlands,34,1.eng Liverpool,1991,4,4,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,Matches
967,Hans Vanaken,MF,be Belgium,33,1.be Club Brugge,1992,6,3,319,3.5,1,2,3,1,0,0,0,0,0.28,0.56,0.85,0.28,0.85,Matches
968,Guillermo Varela,DF,uy Uruguay,33,1.br Flamengo,1993,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
969,Hélio Varela,FW,cv Cabo Verde,24,1.il Maccabi Tel Aviv,2002,3,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0,0.87,0.87,0.87,Matches
970,Camilo Vargas,GK,co Colombia,37,1.mx Atlas,1989,5,5,480,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
971,Obed Vargas,MF,mx Mexico,20,1.es Atlético Madrid,2005,3,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
972,Ruben Vargas,MF,ch Switzerland,27,1.es Sevilla,1998,6,3,284,3.2,2,1,3,2,0,0,0,0,0.63,0.32,0.95,0.63,0.95,Matches
973,Nikola Vasilj,GK,ba Bosnia–Herz,30,1.de St Pauli,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
974,Johan Vásquez,DF,mx Mexico,27,1.it Genoa,1998,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
975,Alexis Vega,"FW,MF",mx Mexico,28,1.mx Toluca,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
976,Renato Veiga,DF,pt Portugal,22,1.es Villarreal,2003,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
977,Gustavo Velásquez,DF,py Paraguay,35,1.py Cerro Porteño,1991,5,2,246,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
978,Nishan Velupillay,MF,au Australia,25,1.au Melb. Victory,2001,2,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
979,Micky van de Ven,"DF,MF",nl Netherlands,25,1.eng Tottenham,2001,3,3,265,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
980,Bart Verbruggen,GK,nl Netherlands,23,1.eng Brighton,2002,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
981,Matías Viña,DF,uy Uruguay,28,1.br Flamengo,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
982,Federico Viñas,FW,uy Uruguay,27,1.es Oviedo,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
983,Denis Višinský,FW,cz Czechia,23,1.cz Viktoria Plze?,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
984,Pedro Vite,MF,ec Ecuador,24,1.mx UNAM,2002,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
985,Vitinha,MF,pt Portugal,26,1.fr PSG,2000,5,5,376,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
986,Nikola Vlaši?,MF,hr Croatia,28,1.it Torino,1997,3,2,189,2.1,1,0,1,1,0,0,0,0,0.48,0,0.48,0.48,0.48,Matches
987,Cristian Volpato,MF,au Australia,22,1.it Sassuolo,2003,3,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
988,Vozinha,GK,cv Cabo Verde,40,2.pt Chaves,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
989,Francis de Vries,DF,nz New Zealand,31,1.au Auckland FC,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
990,Luka Vuškovi?,DF,hr Croatia,19,1.de Hamburger SV,2007,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
991,Elye Wahi,FW,ci Côte d'Ivoire,23,1.fr Nice,2003,3,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
992,Aaron Wan-Bissaka,DF,cd Congo DR,28,1.eng West Ham,1997,4,4,354,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
993,Paul Wanner,MF,at Austria,20,1.nl PSV,2005,4,2,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
994,Tsuyoshi Watanabe,DF,jp Japan,29,1.nl Feyenoord,1997,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
995,Cecilio Waterman,FW,pa Panama,35,1.cl U Concepción,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
996,Ollie Watkins,"FW,MF",eng England,30,1.eng Aston Villa,1995,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
997,Timothy Weah,MF,us USA,26,1.fr Marseille,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
998,Wout Weghorst,FW,nl Netherlands,33,1.nl Ajax,1992,1,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
999,Jacob Widell Zetterström,GK,se Sweden,27,2.eng Derby County,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
